276925	0
276928	1
276964	2
276984	3
277042	4
277065	5
277107	6
277157	7
277203	8
277292	9
277317	10
277378	11
277427	12
277439	13
277478	14
277514	15
277517	16
277535	17
277544	18
277563	19
277629	20
277639	21
277696	22
277710	23
277744	24
277820	25
277879	26
277901	27
277928	28
277938	29
277945	30
277992	31
278026	32
278075	33
278137	34
278176	35
278188	36
278200	37
278243	38
278314	39
278328	40
278356	41
278418	42
278452	43
278492	44
278522	45
278545	46
278582	47
278633	48
278650	49
278681	50
278694	51
278843	52
8	53
244	54
254	55
257	56
408	57
424	58
430	59
444	60
446	61
472	62
489	63
500	64
505	65
507	66
538	67
542	68
595	69
620	70
638	71
643	72
651	73
709	74
726	75
735	76
739	77
776	78
805	79
853	80
882	81
900	82
929	83
999	84
1025	85
1026	86
1060	87
1063	88
1079	89
1083	90
1116	91
1123	92
1155	93
1161	94
1166	95
1167	96
1178	97
1184	98
1261	99
1279	100
1331	101
1409	102
1424	103
1435	104
1467	105
1486	106
1548	107
1597	108
1608	109
1660	110
1674	111
1706	112
1719	113
1723	114
1733	115
1791	116
1838	117
1848	118
1918	119
1951	120
2009	121
2010	122
2024	123
2033	124
2035	125
2060	126
2103	127
2106	128
2110	129
2132	130
2179	131
2189	132
2197	133
2222	134
2276	135
2288	136
2313	137
2340	138
2357	139
2358	140
2363	141
2437	142
2534	143
2578	144
2690	145
2719	146
2731	147
2766	148
2799	149
2844	150
2850	151
2891	152
2954	153
2977	154
2996	155
3087	156
3106	157
3145	158
3167	159
3175	160
3282	161
3329	162
3344	163
3346	164
3362	165
3363	166
3371	167
3462	168
3467	169
3473	170
3514	171
3537	172
3544	173
3573	174
3605	175
3613	176
3632	177
3640	178
3693	179
3719	180
3814	181
3827	182
3839	183
3840	184
3917	185
3923	186
3926	187
4016	188
4017	189
4077	190
4091	191
4092	192
4131	193
4157	194
4185	195
4191	196
4197	197
4216	198
4246	199
4386	200
4514	201
4539	202
4571	203
4795	204
4816	205
4875	206
4938	207
4965	208
4980	209
5003	210
5126	211
5209	212
5273	213
5286	214
5331	215
5385	216
5439	217
5476	218
5492	219
5498	220
5543	221
5576	222
5582	223
5584	224
5604	225
5639	226
5727	227
5741	228
5746	229
5766	230
5770	231
5790	232
5899	233
5903	234
5904	235
5956	236
5988	237
6073	238
6114	239
6139	240
6236	241
6238	242
6242	243
6251	244
6280	245
6308	246
6323	247
6339	248
6345	249
6431	250
6452	251
6497	252
6532	253
6537	254
6543	255
6563	256
6564	257
6566	258
6575	259
6577	260
6604	261
6611	262
6662	263
6772	264
6822	265
6840	266
6884	267
6893	268
6910	269
6958	270
6966	271
6968	272
6988	273
7000	274
7056	275
7060	276
7072	277
7079	278
7105	279
7125	280
7128	281
7158	282
7162	283
7210	284
7233	285
7259	286
7272	287
7283	288
7286	289
7312	290
7318	291
7346	292
7348	293
7352	294
7371	295
7426	296
7432	297
7469	298
7474	299
7569	300
7630	301
7841	302
7860	303
7882	304
7887	305
7909	306
7913	307
7915	308
7958	309
7980	310
8019	311
8065	312
8066	313
8067	314
8073	315
8091	316
8124	317
8141	318
8186	319
8188	320
8225	321
8245	322
8253	323
8255	324
8261	325
8290	326
8314	327
8323	328
8362	329
8454	330
8476	331
8496	332
8529	333
8537	334
8584	335
8681	336
8695	337
8801	338
8864	339
8870	340
8890	341
8935	342
8936	343
8955	344
8966	345
8971	346
9094	347
9139	348
9174	349
9183	350
9227	351
9354	352
9408	353
9414	354
9417	355
9516	356
9613	357
9625	358
9717	359
9856	360
9908	361
9924	362
9990	363
10030	364
10069	365
10118	366
10157	367
10199	368
10209	369
10220	370
10314	371
10315	372
10319	373
10351	374
10354	375
10385	376
10390	377
10447	378
10502	379
10560	380
10632	381
10660	382
10668	383
10681	384
10696	385
10729	386
10731	387
10750	388
10754	389
10760	390
10813	391
10819	392
10917	393
10930	394
10932	395
10942	396
10965	397
11037	398
11101	399
11120	400
11124	401
11179	402
11224	403
11245	404
11279	405
11363	406
11399	407
11425	408
11441	409
11464	410
11504	411
11517	412
11553	413
11629	414
11638	415
11657	416
11676	417
11687	418
11711	419
11718	420
11720	421
11724	422
11741	423
11757	424
11768	425
11788	426
11817	427
11832	428
11885	429
11944	430
12021	431
12100	432
12154	433
12225	434
12264	435
12282	436
12330	437
12331	438
12362	439
12388	440
12457	441
12474	442
12515	443
12537	444
12538	445
12569	446
12572	447
12578	448
12637	449
12663	450
12685	451
12754	452
12780	453
12811	454
12863	455
12866	456
12951	457
12982	458
13088	459
13094	460
13113	461
13141	462
13150	463
13172	464
13221	465
13222	466
13223	467
13256	468
13273	469
13279	470
13280	471
13331	472
13375	473
13396	474
13407	475
13479	476
13518	477
13552	478
13582	479
13600	480
13607	481
13666	482
13677	483
13682	484
13754	485
13799	486
13884	487
13993	488
13995	489
14079	490
14087	491
14173	492
14180	493
14181	494
14183	495
14228	496
14251	497
14254	498
14271	499
14281	500
14320	501
14374	502
14387	503
14392	504
14422	505
14451	506
14456	507
14461	508
14546	509
14612	510
14621	511
14643	512
14667	513
14683	514
14698	515
14744	516
14763	517
14768	518
14808	519
14914	520
14998	521
15015	522
15021	523
15040	524
15046	525
15049	526
15144	527
15187	528
15223	529
15230	530
15336	531
15367	532
15408	533
15418	534
15450	535
15459	536
15485	537
15497	538
15500	539
15563	540
15602	541
15638	542
15641	543
15654	544
15670	545
15759	546
15762	547
15803	548
15819	549
15841	550
15918	551
15945	552
15957	553
15989	554
16005	555
16009	556
16053	557
16068	558
16106	559
16110	560
16115	561
16121	562
16129	563
16155	564
16161	565
16220	566
16246	567
16258	568
16263	569
16383	570
16417	571
16449	572
16492	573
16504	574
16509	575
16545	576
16601	577
16623	578
16634	579
16666	580
16713	581
16718	582
16730	583
16756	584
16764	585
16780	586
16781	587
16795	588
16803	589
16835	590
16842	591
16908	592
16935	593
16949	594
16966	595
16982	596
16996	597
16998	598
16999	599
17003	600
17051	601
17106	602
17172	603
17177	604
17183	605
17190	606
17193	607
17233	608
17247	609
17278	610
17282	611
17391	612
17402	613
17443	614
17475	615
17506	616
17514	617
17576	618
17614	619
17625	620
17667	621
17726	622
17763	623
17859	624
17871	625
17893	626
17926	627
17928	628
17950	629
18028	630
18038	631
18067	632
18082	633
18090	634
18095	635
18096	636
18166	637
18172	638
18247	639
18313	640
18341	641
18384	642
18385	643
18401	644
18408	645
18476	646
18519	647
18527	648
18554	649
18682	650
18748	651
18758	652
18979	653
19015	654
19019	655
19031	656
19085	657
19119	658
19145	659
19206	660
19220	661
19233	662
19336	663
19337	664
19422	665
19423	666
19480	667
19493	668
19571	669
19573	670
19652	671
19664	672
19681	673
19711	674
19753	675
19762	676
19800	677
19932	678
